original_original_location,original_original_year,original_original_population,original_original_unemployment_rate,original_original_mean_household_income,original_lat,original_lon,original_formatted,original_state,original_state_code,original_country,original_country_code,original_confidence,original_attribution,original_attribution_license,original_attribution_url,distance,formatted,lat,lon,name,housenumber,street,district,postcode,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
Arkansas,2010,22995,9,45668,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,16083,12,42936,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,25970,7,48273,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8689,8,48861,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,24552,12,50497,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,21273,7,48219,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,96443,8,55267,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,61948,6,49278,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,50902,13,47814,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17870,7,47785,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8116,10,40074,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,13008,13,41443,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,18509,12,45653,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,113237,7,59387,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,18125,8,45679,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,12245,10,40662,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,96024,8,52394,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17853,5,58299,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,42090,8,45683,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,22609,8,44741,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,32923,11,47011,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,13789,7,47437,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,36647,7,48756,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,13696,7,41446,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17997,11,39468,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,77435,14,48368,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,25540,8,41953,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,7645,12,43978,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17415,9,37718,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,10424,18,35162,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,14134,12,47585,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,13171,9,44825,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,22353,8,48913,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,68356,8,59934,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,15717,4,48316,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,16653,7,44334,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,43462,8,49800,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,46480,12,46772,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8149,11,40447,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,9487,8,49468,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8997,11,50388,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8330,5,36344,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,26120,13,42364,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,10445,6,49950,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,21757,17,39387,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,11291,10,46346,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,24583,12,40909,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,20662,5,41302,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,61754,7,51364,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8715,6,43556,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,382748,7,64195,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17969,8,45507,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,28258,14,38370,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,107118,6,62574,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,11233,9,44884,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,8195,5,35868,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,125744,6,55861,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17058,8,43081,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17264,8,38824,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,12394,5,37650,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,41639,9,49563,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,17295,9,42456,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,203065,6,57466,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arkansas,2010,77076,7,53250,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas,AR,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,0.655185188,"11 Salter Lane, Wooster, AR 72058, United States of America",35.20488338,-92.44791477,,11,Salter Lane,,72058,Wooster,Faulkner County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
